propertyId,propertyName,secondary_property_type,primary_property_type,latitude,longitude,year_built,address_1,state_abbreviated,msa_code,zip_code,county_name,size,size_field,valuation,population10,income10
7292,Mark Plaza,Shopping Center,Shopping Center,41.2568,-75.90829,1968.0,18 Mark Plaza,PA,"Scranton--Wilkes-Barre--Hazleton, PA",18704-3104,Luzerne,106856.0,sqft,54.795739138734,209295.0,54010.0
7297,New Loudon Center,Shopping Center,Shopping Center,42.754532,-73.757605,,873 New Loudon Road,NY,"Albany-Schenectady-Troy, NY",12110-2150,Albany,255673.0,sqft,102.216699896261,489391.0,64662.0
7305,Plaza 422,Shopping Center,Shopping Center,40.340358,-76.397519,1972.0,801-833 East Walnut Street,PA,"Lebanon, PA",17042-5658,Lebanon,156279.0,sqft,59.3462644785287,125961.0,56666.0
21685,Route 6 Plaza,Shopping Center,Shopping Center,41.551376,-75.229356,1994.0,650 Old Willow Avenue,PA,,18431-4218,Wayne,175589.0,sqft,95.0794334090224,30894.0,54658.0
32938,Crossroads Shopping Center,Shopping Center,Shopping Center,41.042146,-73.798611,,423 Tarrytown Road,NY,"New York-Newark-Jersey City, NY-NJ-PA",10607-1313,Westchester,311904.0,sqft,96.0335933181751,862109.0,113466.0
32939,Village Commons Shopping Center,Shopping Center,Shopping Center,40.855076,-73.192518,1955.0,18-27 East Main Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",11787-2804,Suffolk,87128.0,sqft,226.165051646301,728411.0,105199.0
32940,Branch Plaza,Shopping Center,Shopping Center,40.855237,-73.189452,1965.0,126 East Main Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",11787-2882,Suffolk,123378.0,sqft,281.167911131063,731522.0,105038.0
32941,Elmwood Park Shopping Center,Shopping Center,Shopping Center,40.919039,-74.124216,1951.0,100 Broadway,NJ,"New York-Newark-Jersey City, NY-NJ-PA",07407-3025,Bergen,143910.0,sqft,201.056181673762,1586462.0,94509.0
32942,Marketplace of Absecon,Shopping Center,Shopping Center,39.43279,-74.510793,1995.0,674 White Horse Pike,NJ,"Atlantic City-Hammonton, NJ",08201-2302,Atlantic,104556.0,sqft,153.798692597338,214811.0,60508.0
32945,Abington Towne Center,Shopping Center,Shopping Center,40.12518,-75.1158,1958.0,1495 Old York Road,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19001-1923,Montgomery,216278.0,sqft,81.4356664940395,1453313.0,60407.0
51921,Pacesetter Park Shopping Center,Shopping Center,Shopping Center,41.18248,-74.04617,,1581 US Route 202,NY,"New York-Newark-Jersey City, NY-NJ-PA",10970-2901,Rockland,97806.0,sqft,174.774231477125,417101.0,99271.0
10024488,White Plains Road 4401,Single Tenant,Other Retail,40.8988,-73.85446,,4401 White Plains Road,NY,"New York-Newark-Jersey City, NY-NJ-PA",10470-1606,Bronx,12964.0,sqft,669.489779484997,3630684.0,67974.0
10030603,654 Broadway,Multi-Use,Multi-Use,40.72695,-73.99526,,654 Broadway,NY,"New York-Newark-Jersey City, NY-NJ-PA",10012-2327,New York,2896.0,sqft,1468.20773644948,7506529.0,68727.0
10031236,640 Broadway,Multi-Use,Multi-Use,40.72635,-73.99574,,640 Broadway,NY,"New York-Newark-Jersey City, NY-NJ-PA",10012-2615,New York,4247.0,sqft,1302.7757315763,7488901.0,68814.0
10037779,Portfolio-Soho Collection,Street Retail,Other Retail,40.72281,-73.99825,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,New York,12511.0,sqft,3170.47425043035,7414063.0,69130.0
10037912,Kohl’s-Long Island,Single Tenant,Other Retail,40.778601,-73.566668,,28 Jericho Turnpike,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Nassau,96363.0,sqft,466.012039762905,1342841.0,114527.0
10040069,Nostrand Avenue 3780-3858,Shopping Center,Shopping Center,40.59146,-73.94044,,3780-3848 Nostrand Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",11235-2013,Kings,42628.0,sqft,634.364924564671,3749434.0,67554.0
10042405,Home Depot-Bloomfield,Single Tenant,Other Retail,40.78598,-74.19814,,60 Orange Street,NJ,"New York-Newark-Jersey City, NY-NJ-PA",07003-4746,Essex,101715.0,sqft,214.303895765384,2304253.0,73142.0
10045710,Bowery 210,Single Tenant,Other Retail,40.721725,-73.993908,,210 Bowery,NY,"New York-Newark-Jersey City, NY-NJ-PA",10012-4203,New York,2538.0,sqft,1769.40871875611,7467228.0,69009.0
10057632,Paramus Plaza,Shopping Center,Shopping Center,40.957815,-74.075535,,545 North Route 17,NJ,"New York-Newark-Jersey City, NY-NJ-PA",07652-3009,Bergen,150660.0,sqft,234.941818587529,1469327.0,93693.0
10061610,West Broadway 120,Street Retail,Other Retail,40.71631,-74.00887,,120 West Broadway,NY,"New York-Newark-Jersey City, NY-NJ-PA",10013-3803,New York,13838.0,sqft,3119.7310781314,7145524.0,69928.0
10061611,Broadway 868,Street Retail,Other Retail,40.73745,-73.98991,,868 Broadway Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10003-1251,New York,2031.0,sqft,3864.44688288128,7711277.0,67960.0
10061612,Bowery 313-315,Street Retail,Other Retail,40.72508,-73.99182,,313-315 Bowery,NY,"New York-Newark-Jersey City, NY-NJ-PA",10012-7105,New York,6600.0,sqft,1437.47534566415,7528389.0,68717.0
10076427,Flatbush Avenue 2520,Street Retail,Other Retail,40.60854,-73.92198,,2520 Flatbush Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",11234-5123,Kings,29114.0,sqft,937.013762104121,4561182.0,69303.0
10076428,Bedford Green,Shopping Center,Shopping Center,41.22496,-73.71515,,711-747 North Bedford Road,NY,"New York-Newark-Jersey City, NY-NJ-PA",10507-1502,Westchester,90589.0,sqft,447.242435464757,242107.0,145487.0
10083532,Shops at Grand Avenue,Shopping Center,Shopping Center,40.73115,-73.88736,,74-25 Grand Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",11373-4126,Queens,99685.0,sqft,626.175358234121,8020918.0,69363.0
10083662,East 61st Street 27,Street Retail,Other Retail,40.76482,-73.96997,,27 East 61st Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10065-8059,New York,4177.0,sqft,4211.6866640558,7714655.0,68080.0
10083663,East 71st Street 17,Street Retail,Other Retail,40.77137,-73.96615,,17 East 71st Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10021-4116,New York,8432.0,sqft,4354.97960908768,7640663.0,68145.0
10088858,Third Avenue 1035,Multi-Use,Multi-Use,40.76293,-73.96514,,1035 Third Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10065-8110,New York,49748.0,sqft,951.699372101259,7761222.0,68185.0
10096588,Madison Avenue 801,Street Retail,Other Retail,40.76878,-73.96736,,801 Madison Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10065-5930,New York,2625.0,sqft,4437.78874797151,7667850.0,68133.0
10109696,Gotham Plaza,Street Retail,Other Retail,40.8043,-73.93647,,149-169 East 125th Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10035-1748,New York,25927.0,sqft,1259.91273505475,7071844.0,70025.0
10115695,Madison Avenue 991,Street Retail,Other Retail,40.77476,-73.96294,,985-991 Madison Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10075-1825,New York,7513.0,sqft,4588.73761630844,7607735.0,68284.0
10128889,Colonie Plaza,Shopping Center,Shopping Center,42.73285,-73.85487,,1892 Central Avenue,NY,"Albany-Schenectady-Troy, NY",12205-4203,Albany,153483.0,sqft,143.688561971599,517324.0,64426.0
10128892,Dauphin Plaza,Shopping Center,Shopping Center,40.27986,-76.82599,,3812 Union Deposit Road,PA,"Harrisburg-Carlisle, PA",17109-5919,Dauphin,206515.0,sqft,104.407059664766,362665.0,63277.0
10128894,Mayfair Shopping Center,Shopping Center,Shopping Center,40.02976,-75.05877,,6420 Frankford Avenue,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19135-3000,Philadelphia,115411.0,sqft,152.185796184052,2003176.0,57001.0
10153711,Land-Bedford Green,Land,Specialty,41.2233,-73.71494,,North Bedford Road,NY,"New York-Newark-Jersey City, NY-NJ-PA",10507,Westchester,,number_of_acres,1226967.10480587,242842.0,146370.0
17626,HomeGoods-Monroeville,Single Tenant,Other Retail,40.432832,-79.789556,1996.0,200/240 Mall Boulevard,PA,"Pittsburgh, PA",15146-2212,Allegheny,37090.0,sqft,188.473361578266,574794.0,54858.0
71127,Rite Aid-Webster,Single Tenant,Other Retail,43.208158,-77.460043,2004.0,985 Ridge Road,NY,"Rochester, NY",14580-2905,Monroe,13813.0,sqft,312.191493149028,443159.0,56235.0
74192,Rite Aid-Albion,Single Tenant,Other Retail,43.240517,-78.19321,2004.0,10 East Avenue,NY,"Rochester, NY",14411-1613,Orleans,13813.0,sqft,363.607429833331,31407.0,47600.0
85306,Kwik Pik-Coraopolis,Single Tenant,Other Retail,40.501435,-80.175677,1983.0,1300 Coraopolis Heights Road,PA,"Pittsburgh, PA",15108-2921,Allegheny,,sqft,214.073120258114,55356.0,58204.0
85307,Uni-Mart-East Brady,Single Tenant,Other Retail,40.988021,-79.61552,1987.0,410 Kellys Way,PA,,16028-1404,Clarion,,sqft,185.177479184263,59814.0,49158.0
10037766,Wawa-Clifton Heights,Single Tenant,Other Retail,39.92565,-75.31034,2012.0,5337 West Baltimore Avenue,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19018-1812,Delaware,4694.0,sqft,527.933444702839,1371713.0,65093.0
10037768,Wawa-Vineland,Single Tenant,Other Retail,39.49375,-75.04163,2012.0,501 North Delsea Drive,NJ,"Vineland-Bridgeton, NJ",08360-3101,Cumberland,5603.0,sqft,655.229004885102,134420.0,62376.0
10055047,LA Fitness-Rochester,Health Club,Specialty,43.201054,-77.574786,2013.0,1600 East Ridge Road,NY,"Rochester, NY",14621-2011,Monroe,45000.0,sqft,273.248967392578,576921.0,55458.0
10056427,BJ's Wholesale Club/Waffle House-Allentown,Other Retail,Other Retail,40.636167,-75.433595,,1785 Airport Road,PA,"Allentown-Bethlehem-Easton, PA-NJ",18109-9528,Lehigh,112230.0,sqft,121.855313010936,477506.0,64111.0
10064159,Dollar General-Irvington,Single Tenant,Other Retail,40.71497,-74.23604,,673 Chancellor Avenue,NJ,"New York-Newark-Jersey City, NY-NJ-PA",07111-3041,Essex,,sqft,419.875248654418,1954040.0,80386.0
10075101,Giant Eagle-Ligonier,Single Tenant,Other Retail,40.24656,-79.24523,,117 South Walnut Street,PA,"Pittsburgh, PA",15658-1034,Westmoreland,38000.0,sqft,201.258507400317,45678.0,53850.0
10092696,Taco Bell-Clarion,Restaurant,Specialty,41.18969,-79.39522,,83 Perkins Road,PA,,16214-8527,Clarion,,sqft,357.099828751896,23991.0,44649.0
10092697,Taco Bell-Mercer,Restaurant,Specialty,41.14267,-80.1639,,9 Campbell Boulevard,PA,"Youngstown-Warren-Boardman, OH-PA",16137-4050,Mercer,,sqft,331.144916620435,49329.0,56338.0
10092698,Limerick,Single Tenant,Other Retail,40.23098,-75.52218,,,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19468,Montgomery,,sqft,362.136918773599,,
10092699,Harrisburg,Single Tenant,Other Retail,40.2731,-76.88684,,,PA,"Harrisburg-Carlisle, PA",,Dauphin,,sqft,200.842610818144,,
10114136,Westfield,Single Tenant,Other Retail,41.91882,-77.54426,,225 West Main Street,PA,,16950-1401,Tioga,,sqft,229.560014895859,7566.0,44996.0
10114137,Bloomsburg,Single Tenant,Other Retail,41.01677,-76.49206,,15 Ricky Avenue,PA,"Bloomsburg-Berwick, PA",17815,Columbia,,sqft,161.387250646569,58328.0,52699.0
10114138,Altoona,Single Tenant,Other Retail,40.45274,-78.40161,,234 Convention Center Drive,PA,"Altoona, PA",16635-8244,Blair,,sqft,229.710937405164,103597.0,50041.0
10114139,Grindstone,Single Tenant,Other Retail,40.0091,-79.86777,,6011 National Pike East,PA,"Pittsburgh, PA",15442-1107,Fayette,,sqft,201.937489513197,82543.0,48887.0
10149887,Egg Harbor,Single Tenant,Other Retail,39.52879,-74.64716,,100 Philadelphia Avenue,NJ,"Atlantic City-Hammonton, NJ",08215,Atlantic,,sqft,415.557361634843,98392.0,70038.0
10149888,Secaucus,Other Retail,Other Retail,40.79228,-74.04814,,400 Mill Creek Drive,NJ,"New York-Newark-Jersey City, NY-NJ-PA",07094-3661,Hudson,,sqft,487.104261621932,5933395.0,71989.0
10149889,Sewell,Single Tenant,Other Retail,39.71606,-75.02854,,121 Tuckahoe Road,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",08094,Gloucester,,sqft,312.279467818553,403745.0,78472.0
10149898,Erie,Single Tenant,Other Retail,42.11847,-80.07792,,,PA,"Erie, PA",,Erie,,sqft,202.958242545526,196420.0,52682.0
10149899,Pittsburgh,Single Tenant,Other Retail,40.45243,-80.15438,,1100 Robinson Centre Drive,PA,"Pittsburgh, PA",15205,Allegheny,,sqft,217.550929038046,493046.0,62620.0
22604,Rego Park I,Shopping Center,Shopping Center,40.731156,-73.862067,1959.0,9605 Queens Boulevard,NY,"New York-Newark-Jersey City, NY-NJ-PA",11374-1131,Queens,343000.0,sqft,333.017889602197,7765747.0,70807.0
22635,Paramus IKEA,Single Tenant,Other Retail,40.924403,-74.073948,,100 IKEA Drive,NJ,"New York-Newark-Jersey City, NY-NJ-PA",07652-1267,Bergen,340000.0,sqft,95.449798130507,2184698.0,81435.0
22636,Rego Park II,Shopping Center,Shopping Center,40.732845,-73.862763,2009.0,9605 Queens Boulevard,NY,"New York-Newark-Jersey City, NY-NJ-PA",11374-1131,Queens,609000.0,sqft,666.263810609076,7778339.0,70750.0
33616,Flushing,Other Retail,Other Retail,40.759357,-73.829222,1975.0,13620 Roosevelt Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",11354-5661,Queens,167000.0,sqft,144.738770065629,7177031.0,70770.0
53074,Lexington Avenue 731,Multi-Use,Multi-Use,40.76178,-73.968,2003.0,731 Lexington Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10022-1331,New York,1063000.0,sqft,722.732332249702,7762992.0,68131.0
10046703,The Alexander Apartment Tower,Multifamily,Multifamily,40.732845,-73.862763,2016.0,9605 Queens Boulevard,NY,"New York-Newark-Jersey City, NY-NJ-PA",11374-1131,Queens,312.0,number_of_units,381320.246553173,7778339.0,70750.0
84927,Bartow Avenue,Street Retail,Other Retail,40.86875,-73.83371,2005.0,2829/2875 Edson Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10469-3438,Bronx,14590.0,sqft,1038.82597182945,,
73170,University Village-Temple,Student Housing,Specialty,39.97908,-75.15046,2004.0,1701 North 10th Street,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19122-2716,Philadelphia,749.0,number_of_beds,47911.5213027771,2235055.0,56959.0
73481,University Village at Sweethome,Student Housing,Specialty,43.00984,-78.79967,2005.0,283 American Campus Drive,NY,"Buffalo-Cheektowaga-Niagara Falls, NY",14228-5300,Erie,828.0,number_of_beds,54216.2264899957,647559.0,53757.0
10006108,Villas on Rensch,Student Housing,Specialty,42.999161,-78.800801,2012.0,100 Villas Drive East,NY,"Buffalo-Cheektowaga-Niagara Falls, NY",14228-4701,Erie,610.0,number_of_beds,75104.4987717772,670016.0,53701.0
10024469,Chestnut Square-ACE,Student Housing,Specialty,39.95291,-75.18885,2013.0,3200 Chestnut Street,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19104-3395,Philadelphia,861.0,number_of_beds,62313.1886341414,2141729.0,56881.0
10042576,The Province-Rochester,Student Housing,Specialty,43.086299,-77.655608,2010.0,220 John Street,NY,"Rochester, NY",14623-2417,Monroe,816.0,number_of_beds,92690.3211682648,498201.0,54105.0
10045925,Merwick Stanworth I-ACE,Student Housing,Specialty,40.35288,-74.66562,2014.0,Bayard Lane,NJ,"Trenton, NJ",08542,Mercer,214.0,number_of_beds,123754.900504919,382043.0,109618.0
10045926,The Summit at University City-ACE,Student Housing,Specialty,39.95738,-75.19123,2015.0,34th Street,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19104,,1315.0,number_of_beds,54279.0702415075,2153931.0,57162.0
10048423,Merwick Stanworth II-ACE,Student Housing,Specialty,40.35412,-74.66699,2016.0,122 Stanworth Lane,NJ,"Trenton, NJ",08542-3707,Mercer,379.0,number_of_beds,119301.860555349,379579.0,110194.0
10057604,Park Point,Student Housing,Specialty,43.091703,-77.65729,2008.0,400 Park Point Drive,NY,"Rochester, NY",14623-2979,Monroe,924.0,number_of_beds,92380.961302679,511842.0,54277.0
10088526,Park Point Syracuse,Student Housing,Specialty,43.04208,-76.13,2010.0,417 Comstock Avenue,NY,"Syracuse, NY",13210-2151,Onondaga,226.0,number_of_beds,114833.92917964,366777.0,60712.0
10101406,U Club Binghamton,Student Housing,Specialty,42.09221,-75.94957,2005.0,4710 Vestal Parkway East,NY,"Binghamton, NY",13850-3708,Broome,710.0,number_of_beds,80848.8471787475,174880.0,51400.0
10101407,U Club Binghamton Phase II,Student Housing,Specialty,42.09293,-75.95358,2017.0,4700 Vestal Parkway East,NY,"Binghamton, NY",13850-3770,Broome,562.0,number_of_beds,97160.5120688166,175080.0,51474.0
10123625,U Point-Syracuse,Student Housing,Specialty,43.0464,-76.13467,2016.0,404 University Avenue,NY,"Syracuse, NY",13210-1800,Onondaga,163.0,number_of_beds,107682.275230097,371810.0,60896.0
10053952,Sanofi US I,Office,Office,40.6351,-74.63914,,55 Corporate Drive,NJ,"New York-Newark-Jersey City, NY-NJ-PA",08807-1265,Somerset,736572.0,sqft,303.186608280803,285079.0,118714.0
10057068,1st Constitution Bancorp I-Hightstown,Single Tenant,Other Retail,40.26867,-74.5249,,140 Mercer Street,NJ,"Trenton, NJ",08520-3720,Mercer,4500.0,sqft,343.465293651217,305259.0,112382.0
10072157,Fresenius II-Montclair,Office,Office,40.82143,-74.22092,,114 Valley Road,NJ,"New York-Newark-Jersey City, NY-NJ-PA",07042-2321,Essex,,sqft,264.463402779525,1785196.0,77180.0
10072158,Fresenius II-Sharon Hill,Office,Office,39.91176,-75.26825,,700 Chester Pike,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19079-1405,Delaware,,sqft,157.179645945442,1587453.0,59249.0
10072201,Burger King I-Bethel Park,Restaurant,Specialty,40.33145,-80.02308,,5240 Library Road,PA,"Pittsburgh, PA",15102-2715,Allegheny,,sqft,415.575766581811,653677.0,58877.0
10072202,Burger King I-North Fayette,Restaurant,Specialty,40.45035,-80.1822,,415 Home Drive,PA,"Pittsburgh, PA",15275-1205,Allegheny,,sqft,382.328087964937,398882.0,65758.0
10072203,Burger King I-North Versailles,Restaurant,Specialty,40.38734,-79.82403,,121 Walmart Drive,PA,"Pittsburgh, PA",15137-1531,Allegheny,,sqft,350.483224871543,667254.0,54305.0
10072208,Dollar General XV-Wilson,Single Tenant,Other Retail,43.29689,-78.82625,,686 Lake Street,NY,"Buffalo-Cheektowaga-Niagara Falls, NY",14172-9600,Niagara,9026.0,sqft,192.184345969982,26563.0,63708.0
10072218,Citizens Bank I-Doylestown,Single Tenant,Other Retail,40.32234,-75.1304,,559 North Main Street,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",18901-3921,Bucks,,sqft,268.121287455274,315407.0,102295.0
10072219,Citizens Bank I-Lansdale,Single Tenant,Other Retail,40.24131,-75.28264,,33 East Main Street,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19446,Montgomery,,sqft,332.874552879103,505681.0,91505.0
10072220,Citizens Bank I-Lima,Single Tenant,Other Retail,39.91483,-75.42989,,1055 West Baltimore Pike,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19063,Delaware,,sqft,260.191444410783,761920.0,85513.0
10072221,Citizens Bank I-Philadelphia I,Single Tenant,Other Retail,39.95228,-75.16245,,,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,Philadelphia,,sqft,254.297549901055,,
10072222,Citizens Bank I-Philadelphia II,Single Tenant,Other Retail,39.95228,-75.16245,,,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,Philadelphia,,sqft,254.297549901055,,
10072223,Citizens Bank I-Philadelphia III,Single Tenant,Other Retail,39.95228,-75.16245,,,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,Philadelphia,,sqft,254.297549901055,,
10072224,Citizens Bank I-Philadelphia IV,Single Tenant,Other Retail,39.95228,-75.16245,,,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,Philadelphia,,sqft,254.297549901055,,
10072225,Citizens Bank I-Richboro,Single Tenant,Other Retail,40.21563,-75.00987,,15 Newtown-Richboro Road,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",18954-1724,Bucks,,sqft,254.97934296598,632064.0,92920.0
10072226,Citizens Bank I-Wayne,Single Tenant,Other Retail,40.04457,-75.39702,,363 West Lancaster Avenue,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19087-3927,Delaware,,sqft,243.389854953437,750376.0,93643.0
10072227,SAAB Sensis I-Syracuse,Office,Office,43.10282,-76.04651,,85 Collamer Crossings,NY,"Syracuse, NY",13057-8800,Onondaga,90822.0,sqft,173.618744290551,346814.0,59264.0
10077010,Aaron's I-Erie,Single Tenant,Other Retail,42.10253,-80.13944,,2616 West 12th Street,PA,"Erie, PA",16505-4349,Erie,7964.0,sqft,145.400428127415,196419.0,52689.0
10079104,Family Dollar IX,Single Tenant,Other Retail,40.06486,-77.82943,,10720 Path Valley Road,PA,"Chambersburg-Waynesboro, PA",17221,Franklin,8320.0,sqft,168.536620838986,13539.0,58098.0
10102918,Stop & Shop I-Sicklerville,Single Tenant,Other Retail,39.74165,-74.9951,,542 Berlin-Cross Keys Road,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",08081-4367,Camden,,sqft,310.458963486277,437215.0,81433.0
10094217,Shoppes at Wyomissing,Shopping Center,Shopping Center,40.35021,-75.96521,,728 Woodland Road,PA,"Reading, PA",19610-3231,Berks,103064.0,sqft,331.1320619797,293321.0,57266.0
10094221,Township Marketplace,Power Center,Other Retail,40.68283,-80.3061,,314 Wagner Road,PA,"Pittsburgh, PA",15061,Beaver,298630.0,sqft,186.833369655335,171772.0,58971.0
10151922,Dollar General XXIII-Dewitt,Single Tenant,Other Retail,43.10334,-76.06964,,6523 Collamer Road,NY,"Syracuse, NY",13057-1029,Onondaga,,sqft,177.109805917037,365903.0,60160.0
10151923,Dollar General XXIII-Farmington,Single Tenant,Other Retail,42.97388,-77.35104,,5991 State Route 96,NY,"Rochester, NY",14425-8914,Ontario,,sqft,235.83838148362,117548.0,78476.0
10151924,Dollar General XXIII-Geddes,Single Tenant,Other Retail,43.09598,-76.24416,,922 State Fair Boulevard,NY,"Syracuse, NY",13209-1247,Onondaga,,sqft,237.572854578508,376567.0,59354.0
10151925,Dollar General XXIII-Otego,Single Tenant,Other Retail,42.38667,-75.19252,,91 Main Street,NY,"Oneonta, NY",13825-1111,Otsego,,sqft,191.548755494956,30409.0,55235.0
10151926,Dollar General XXIII-Parish,Single Tenant,Other Retail,43.40421,-76.11436,,3091 County Route 26,NY,"Syracuse, NY",13131-3386,Oswego,,sqft,173.344150016007,27380.0,56806.0
10151927,Dollar General XXIII-Utica,Single Tenant,Other Retail,43.09589,-75.24258,,,NY,"Utica-Rome, NY",,Oneida,,sqft,244.442436884813,,
10151966,Bob Evans I-Uniontown,Restaurant,Specialty,39.91223,-79.74842,,681 West Main Street,PA,"Pittsburgh, PA",15401-2646,Fayette,,sqft,356.067918770726,73484.0,43876.0
10151973,Dollar General XXIII-Kingston,Single Tenant,Other Retail,41.93788,-74.00046,,363 Foxhall Avenue,NY,"Kingston, NY",12401-2607,Ulster,,sqft,511.355180291816,96984.0,63463.0
10152035,Dollar General XXIII-Kerhonskon,Single Tenant,Other Retail,41.77688,-74.29722,,6280 Route 209,NY,"Kingston, NY",12446-3114,Ulster,,sqft,531.441013998054,33794.0,68996.0
10045739,Baymont Inn & Suites-Buffalo,Limited-Service Hotel,Hotel,42.908217,-78.752434,2003.0,3475 Union Road,NY,"Buffalo-Cheektowaga-Niagara Falls, NY",14225-5119,Erie,56.0,number_of_rooms,126917.162938392,724517.0,53622.0
10057371,Hampton Inn-Moon Township,Limited-Service Hotel,Hotel,40.50799,-80.22432,1986.0,8514 University Boulevard,PA,"Pittsburgh, PA",15108-4205,Allegheny,127.0,number_of_rooms,145828.82087338,244367.0,67289.0
10057372,Hampton Inn-Pittsburgh,Limited-Service Hotel,Hotel,40.41932,-80.053727,1986.0,555 Trumbull Drive,PA,"Pittsburgh, PA",15205-4358,Allegheny,132.0,number_of_rooms,140735.043640779,806212.0,59360.0
10057373,Hampton Inn-Cranberry Township,Limited-Service Hotel,Hotel,40.686146,-80.107952,1985.0,210 Executive Drive,PA,"Pittsburgh, PA",16066-6432,Butler,116.0,number_of_rooms,142555.062194269,211481.0,83316.0
10057374,Residence Inn-Cranberry Township,Extended Stay Hotel,Hotel,40.68397,-80.108502,1998.0,1308 Freedom Road,PA,"Pittsburgh, PA",16066-5012,Butler,96.0,number_of_rooms,167505.090140359,217391.0,83563.0
10135451,Homewood Suites-Allentown,Extended Stay Hotel,Hotel,40.56525,-75.61221,2010.0,7686 Industrial Blvd,PA,"Allentown-Bethlehem-Easton, PA-NJ",18106-9218,Lehigh,108.0,number_of_rooms,195290.22257438,322826.0,63885.0
10135456,SpringHill Suites-Bellport,Limited-Service Hotel,Hotel,40.8087,-72.9488,2006.0,2 Sawgrass Drive,NY,"New York-Newark-Jersey City, NY-NJ-PA",11763-1549,Suffolk,128.0,number_of_rooms,276723.763950282,488475.0,92280.0
10135457,Homewood Suites-Bethlehem,Extended Stay Hotel,Hotel,40.65651,-75.41895,2006.0,2031 Avenue C,PA,"Allentown-Bethlehem-Easton, PA-NJ",18017-2117,Lehigh,113.0,number_of_rooms,189629.345628978,471735.0,63549.0
10135458,Homewood Suites-Dover,Extended Stay Hotel,Hotel,40.90065,-74.55729,2009.0,2 Commerce Center Drive,NJ,"New York-Newark-Jersey City, NY-NJ-PA",07801-5779,Morris,108.0,number_of_rooms,244844.79703527,353380.0,114439.0
10135459,Homewood Suites-Egg Harbor Township,Extended Stay Hotel,Hotel,39.43098,-74.60802,2012.0,3008 English Creek Avenue,NJ,"Atlantic City-Hammonton, NJ",08234-5242,Atlantic,120.0,number_of_rooms,167856.258457219,200154.0,66900.0
10135460,Residence Inn-Egg Harbor Township,Extended Stay Hotel,Hotel,39.39623,-74.55592,2008.0,3022 Fire Road,NJ,"Atlantic City-Hammonton, NJ",08234-4404,Atlantic,101.0,number_of_rooms,163802.243588474,225297.0,61251.0
10135466,Residence Inn-Mount Laurel,Extended Stay Hotel,Hotel,39.96745,-74.90144,2007.0,1000 Bishops Gate Boulevard,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",08054-4642,Burlington,144.0,number_of_rooms,207197.009876494,772771.0,76071.0
10135467,Residence Inn-Neptune,Extended Stay Hotel,Hotel,40.21972,-74.08518,2007.0,230 Jumping Brook Road,NJ,"New York-Newark-Jersey City, NY-NJ-PA",07753-3186,Monmouth,105.0,number_of_rooms,233723.612368186,388020.0,90740.0
10135468,Courtyard-Wall Township,Limited-Service Hotel,Hotel,40.21838,-74.12363,2007.0,1302 Campus Parkway,NJ,"New York-Newark-Jersey City, NY-NJ-PA",07753-6808,Monmouth,113.0,number_of_rooms,222538.15260121,464581.0,89243.0
