propertyId,propertyName,secondary_property_type,primary_property_type,latitude,longitude,year_built,address_1,state_abbreviated,msa_code,zip_code,county_name,size,size_field,valuation,population10,income10
75895,Brooklyn 4,Single Tenant,Other Retail,40.649999,-73.954798,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Kings,,sqft,971.609405292312,,
75898,Brooklyn 6,Single Tenant,Other Retail,40.649999,-73.954798,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Kings,,sqft,971.609405292312,,
75905,Brooklyn 13,Single Tenant,Other Retail,40.649999,-73.954798,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Kings,,sqft,971.609405292312,,
75906,Brooklyn 14,Single Tenant,Other Retail,40.649999,-73.954798,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Kings,,sqft,971.609405292312,,
75907,Brooklyn 15,Single Tenant,Other Retail,40.649999,-73.954798,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Kings,,sqft,971.609405292312,,
75908,Brooklyn 16,Single Tenant,Other Retail,40.649999,-73.954798,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Kings,,sqft,971.609405292312,,
75909,Buffalo,Single Tenant,Other Retail,42.88314,-78.86101,,,NY,"Buffalo-Cheektowaga-Niagara Falls, NY",,Erie,,sqft,233.689220146239,,
75920,Corona II,Single Tenant,Other Retail,40.721816,-73.833743,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Queens,,sqft,426.059927600312,,
75922,Dobbs Ferry 2,Single Tenant,Other Retail,41.01585,-73.86883,,430 Broadway,NY,"New York-Newark-Jersey City, NY-NJ-PA",10522-1701,Westchester,,sqft,363.279171387773,1317209.0,97890.0
75925,East Hampton,Single Tenant,Other Retail,40.95474,-72.20378,,2 Montauk Highway,NY,"New York-Newark-Jersey City, NY-NJ-PA",11937-3219,Suffolk,,sqft,394.777505625712,31483.0,101841.0
75932,Elmont 1,Single Tenant,Other Retail,40.715816,-73.601353,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Nassau,,sqft,432.468919306562,,
75935,Floral Park,Single Tenant,Other Retail,40.73755,-73.70572,,262-12 Hillside Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",11004-1750,Queens,,sqft,473.530268161349,3022692.0,86111.0
75937,Flushing 1,Single Tenant,Other Retail,40.721816,-73.833743,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Queens,,sqft,426.059927600312,,
75939,Franklin Square,Single Tenant,Other Retail,40.69382,-73.68355,,530 Franklin Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",11010-1200,Nassau,,sqft,432.372573806373,2615113.0,90684.0
75942,Garden City,Single Tenant,Other Retail,40.7162,-73.66132,,347 Nassau Boulevard,NY,"New York-Newark-Jersey City, NY-NJ-PA",11530-5315,Nassau,,sqft,411.92994637891,2420254.0,95240.0
75943,Glen Head 1,Single Tenant,Other Retail,40.715816,-73.601353,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Nassau,,sqft,432.468919306562,,
75944,Glen Head 2,Single Tenant,Other Retail,40.715816,-73.601353,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Nassau,,sqft,432.468919306562,,
75946,Glendale 2,Single Tenant,Other Retail,40.721816,-73.833743,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Queens,,sqft,426.059927600312,,
75950,Great Neck,Single Tenant,Other Retail,40.78228,-73.73388,,120 Cutter Mill Road,NY,"New York-Newark-Jersey City, NY-NJ-PA",11021-3103,Nassau,,sqft,547.117905023179,3729331.0,73301.0
75960,Huntington Station,Single Tenant,Other Retail,40.83915,-73.4121,,1714 New York Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",11746-2958,Suffolk,,sqft,383.86068901053,721644.0,115867.0
75974,Levittown 1,Single Tenant,Other Retail,40.715816,-73.601353,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Nassau,,sqft,432.468919306562,,
75975,Levittown 2,Single Tenant,Other Retail,40.715816,-73.601353,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Nassau,,sqft,432.468919306562,,
75983,Massapequa,Single Tenant,Other Retail,40.67432,-73.47289,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Nassau,,sqft,434.830305891608,,
75984,Mastic,Single Tenant,Other Retail,40.8063,-72.84383,,1525 Montauk Highway,NY,"New York-Newark-Jersey City, NY-NJ-PA",11950-2913,Suffolk,,sqft,377.850506891036,251341.0,84303.0
75989,Middletown,Single Tenant,Other Retail,41.46532,-74.36056,,700 Route 211 East,NY,"New York-Newark-Jersey City, NY-NJ-PA",10941-1414,Orange,,sqft,588.438965797627,128108.0,78348.0
75997,New Rochelle 1,Single Tenant,Other Retail,41.039314,-73.805212,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Westchester,,sqft,282.890540826517,,
76001,New York 1,Single Tenant,Other Retail,40.7246,-73.9209,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,,,sqft,586.255762987771,,
76009,Niskayuna,Single Tenant,Other Retail,42.80026,-73.89324,,,NY,"Albany-Schenectady-Troy, NY",,Schenectady,,sqft,275.712036817627,,
76011,North Lindenhurst,Single Tenant,Other Retail,40.7044,-73.38696,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Suffolk,,sqft,347.958480359442,,
76019,Ossining 3,Single Tenant,Other Retail,41.039314,-73.805212,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Westchester,,sqft,282.890540826517,,
76020,Ozone Park 1,Single Tenant,Other Retail,40.721816,-73.833743,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Queens,,sqft,426.059927600312,,
76024,Pelham Manor 2,Single Tenant,Other Retail,40.8955,-73.80723,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Westchester,,sqft,391.429093689866,,
76026,Pleasant Valley,Single Tenant,Other Retail,41.74425,-73.82435,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Dutchess,,sqft,438.899156427244,,
76027,Port Jefferson,Single Tenant,Other Retail,40.94621,-73.05847,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Suffolk,,sqft,403.669901703755,,
76042,Riverhead,Single Tenant,Other Retail,40.937,-72.67703,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Suffolk,,sqft,329.051395765524,,
76044,Rockville Center,Single Tenant,Other Retail,40.65724,-73.64241,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Nassau,,sqft,409.496744408709,,
76049,Sag Harbor,Single Tenant,Other Retail,40.99783,-72.29232,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Suffolk,,sqft,358.319451863641,,
76050,Sayville,Single Tenant,Other Retail,40.74196,-73.08589,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Suffolk,,sqft,394.463377754028,,
76056,Shrub Oak,Single Tenant,Other Retail,41.33118,-73.82781,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Westchester,,sqft,394.382548500234,,
76058,Saint Albans,Single Tenant,Other Retail,40.69088,-73.76233,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Queens,,sqft,436.898189570713,,
76065,Staten Island 7,Single Tenant,Other Retail,40.588534,-74.136809,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Richmond,,sqft,304.526000127635,,
76066,Staten Island 8,Single Tenant,Other Retail,40.588534,-74.136809,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Richmond,,sqft,304.526000127635,,
76067,Staten Island 9,Single Tenant,Other Retail,40.588534,-74.136809,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Richmond,,sqft,304.526000127635,,
76068,Staten Island 10,Single Tenant,Other Retail,40.588534,-74.136809,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Richmond,,sqft,304.526000127635,,
76069,Stony Brook,Single Tenant,Other Retail,40.90695,-73.12889,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Suffolk,,sqft,379.560548037389,,
76083,Wantagh 3,Single Tenant,Other Retail,40.715816,-73.601353,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Nassau,,sqft,432.468919306562,,
76093,Yonkers 1,Single Tenant,Other Retail,41.039314,-73.805212,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Westchester,,sqft,282.890540826517,,
76095,Yonkers 3,Single Tenant,Other Retail,41.039314,-73.805212,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Westchester,,sqft,282.890540826517,,
76098,Yonkers 6,Single Tenant,Other Retail,41.039314,-73.805212,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Westchester,,sqft,282.890540826517,,
76104,Allentown,Single Tenant,Other Retail,40.60363,-75.47234,,,PA,"Allentown-Bethlehem-Easton, PA-NJ",,Lehigh,,sqft,172.578191818821,,
76139,Harrisburg,Single Tenant,Other Retail,40.27253,-76.88398,,,PA,"Harrisburg-Carlisle, PA",,Dauphin,,sqft,200.842610818144,,
76148,Lancaster 2,Single Tenant,Other Retail,40.073289,-76.289698,,,PA,"Lancaster, PA",,Lancaster,,sqft,261.171116708962,,
76181,Philadelphia 10,Single Tenant,Other Retail,39.95823,-75.16568,,,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,Philadelphia,,sqft,228.416521992093,,
76188,Pottsville 2,Single Tenant,Other Retail,40.716296,-76.198463,,,PA,"Pottsville, PA",,Schuylkill,,sqft,238.253062784001,,
76190,Reading 1,Single Tenant,Other Retail,40.366556,-75.908787,,,PA,"Reading, PA",,Berks,,sqft,276.712085396769,,
77557,Mc Afee,Single Tenant,Other Retail,41.17813,-74.54088,,,NJ,"New York-Newark-Jersey City, NY-NJ-PA",,Sussex,,sqft,391.131576961563,,
77565,Sleepy Hollow,Single Tenant,Other Retail,41.039314,-73.805212,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Westchester,,sqft,282.890540826517,,
77567,West Taghkanic,Single Tenant,Other Retail,42.12002,-73.71779,,Route 82,NY,"Hudson, NY",12523,Columbia,,sqft,378.205325234571,30369.0,62522.0
90264,Town Center of New Britain,Shopping Center,Shopping Center,40.2964,-75.190105,1969.0,426 Town Center,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",18901-6001,Bucks,124000.0,sqft,151.119652963861,,
148063,White Plains 3,Single Tenant,Other Retail,41.039314,-73.805212,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Westchester,,sqft,282.890540826517,,
148067,Lakeville,Single Tenant,Other Retail,42.83745,-77.70531,,,NY,"Rochester, NY",,Livingston,,sqft,239.204408151407,,
10005897,Philadelphia 13,Single Tenant,Other Retail,40.0048,-75.1411,,,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,,,sqft,275.432485939891,,
10005959,Rochester III,Single Tenant,Other Retail,43.16179,-77.62006,,,NY,"Rochester, NY",,Monroe,,sqft,188.845572498426,,
10016736,Peekskill,Single Tenant,Other Retail,41.270085,-73.935464,,4100 Route 9A 8,NY,"New York-Newark-Jersey City, NY-NJ-PA",10566,Westchester,,sqft,466.555825401522,275756.0,107016.0
10020445,Allison Park,Single Tenant,Other Retail,40.55947,-79.95939,,,PA,"Pittsburgh, PA",,Allegheny,,sqft,215.475177535502,,
10020446,New Kensington,Single Tenant,Other Retail,40.57448,-79.74956,,,PA,"Pittsburgh, PA",,Westmoreland,,sqft,261.832491010065,,
10021706,Mount Vernon,Single Tenant,Other Retail,40.922334,-73.837508,,434 Gramatan Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10552-2904,Westchester,,sqft,372.384416090985,2890069.0,66317.0
10021707,Cortland Manor,Single Tenant,Other Retail,41.301221,-73.883004,,2072 East Main Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10567-2622,Westchester,,sqft,431.691726498719,255502.0,107563.0
10021708,Spring Valley,Single Tenant,Other Retail,41.108545,-74.042253,,189 Route 59,NY,"New York-Newark-Jersey City, NY-NJ-PA",10977-5201,Rockland,,sqft,408.709283277714,569693.0,114662.0
10021709,Hartsdale,Single Tenant,Other Retail,41.011046,-73.796566,,240 East Hartsdale Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10530-3505,Westchester,,sqft,320.390784423844,1068463.0,100260.0
10021710,Mamaroneck,Single Tenant,Other Retail,40.94419,-73.744413,,808 Palmer Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10543-2405,Westchester,,sqft,458.321314273318,1585762.0,81259.0
10021711,Rye,Single Tenant,Other Retail,40.982905,-73.687339,,69 Theodore Fremd Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10580-2908,Westchester,,sqft,563.054055332637,750150.0,119443.0
10021713,Hyde Park,Single Tenant,Other Retail,41.788512,-73.914243,,1110 Violet Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",12538-1686,Dutchess,,sqft,421.949047672609,154255.0,69602.0
10021716,Bronxville,Single Tenant,Other Retail,40.928313,-73.808375,,504 New Rochelle Road,NY,"New York-Newark-Jersey City, NY-NJ-PA",10708-4522,Westchester,,sqft,457.469094390873,2586280.0,67047.0
10021718,White Plains,Single Tenant,Other Retail,41.03317,-73.75637,,174 Westchester Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10601-4512,Westchester,,sqft,408.865595478454,771284.0,120554.0
10021720,Chester,Single Tenant,Other Retail,41.35579,-74.2829,,75 Brookside Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10918-1001,Orange,,sqft,483.085526753335,182359.0,84535.0
10021721,Warwick,Single Tenant,Other Retail,41.26001,-74.35703,,1 Colonial Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10990-1113,Orange,,sqft,408.979698894204,98845.0,94543.0
10021724,Middletown II,Single Tenant,Other Retail,41.519655,-74.415266,,279 Bloomingburg Road,NY,"New York-Newark-Jersey City, NY-NJ-PA",10940-1404,Orange,,sqft,664.869036534446,112416.0,74094.0
10021725,Katonah,Single Tenant,Other Retail,41.254813,-73.683885,,80 Bedford Road,NY,"New York-Newark-Jersey City, NY-NJ-PA",10536-2102,Westchester,,sqft,430.900064417621,201955.0,150692.0
10021727,Middletown I,Single Tenant,Other Retail,41.454501,-74.398405,,290 Route 211 East,NY,"New York-Newark-Jersey City, NY-NJ-PA",10940-3117,Orange,,sqft,636.256672982095,124549.0,77564.0
10021728,New Rochelle,Single Tenant,Other Retail,40.924047,-73.787392,,657 North Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10801-1817,Westchester,,sqft,316.511720207655,2459778.0,68318.0
10021729,New Paltz,Single Tenant,Other Retail,41.741488,-74.062184,,409 Main Street,NY,"Kingston, NY",12561-1606,Ulster,,sqft,497.275314564471,135903.0,66382.0
10021730,Hopewell Junction,Single Tenant,Other Retail,41.624814,-73.775493,,1563 Route 82,NY,"New York-Newark-Jersey City, NY-NJ-PA",12533-3305,Dutchess,,sqft,399.253381189598,184390.0,81690.0
10021734,Garnerville,Single Tenant,Other Retail,41.193507,-74.013825,,109 West Ramapo Road,NY,"New York-Newark-Jersey City, NY-NJ-PA",10923-2101,Rockland,,sqft,586.625115398041,424751.0,96475.0
10021736,Dobbs Ferry,Single Tenant,Other Retail,41.01587,-73.868783,,430 Broadway,NY,"New York-Newark-Jersey City, NY-NJ-PA",10522-1701,Westchester,,sqft,363.279171387773,1317121.0,97892.0
10021737,New Windsor,Single Tenant,Other Retail,41.453878,-74.057727,,1001 Route 94,NY,"New York-Newark-Jersey City, NY-NJ-PA",12553-6817,Orange,,sqft,429.670298269896,210303.0,77862.0
10021738,Yorktown Heights,Single Tenant,Other Retail,41.291158,-73.823135,,3205 Crompond Road,NY,"New York-Newark-Jersey City, NY-NJ-PA",10598-3605,Westchester,,sqft,380.215294489049,276983.0,113495.0
10021739,Elmsford,Single Tenant,Other Retail,41.064294,-73.813906,,280 North Saw Mill River Road,NY,"New York-Newark-Jersey City, NY-NJ-PA",10523-1554,Westchester,,sqft,272.101411972834,720926.0,125100.0
10021741,West Nyack,Single Tenant,Other Retail,41.097952,-73.950279,,116 North Route 303,NY,"New York-Newark-Jersey City, NY-NJ-PA",10994-2034,Rockland,,sqft,551.564197872866,652970.0,113430.0
10021744,Brewster,Single Tenant,Other Retail,41.397242,-73.602977,,978 New York 22,NY,"New York-Newark-Jersey City, NY-NJ-PA",10509-7266,Putnam,,sqft,446.042756740495,230981.0,100374.0
10021745,Hawthorne,Single Tenant,Other Retail,41.10726,-73.80307,,154 Broadway,NY,"New York-Newark-Jersey City, NY-NJ-PA",10532-1132,Westchester,,sqft,336.799092170401,479181.0,136723.0
10021746,Pelham,Single Tenant,Other Retail,40.91597,-73.81095,,30 Lincoln Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10803-1123,Westchester,,sqft,373.996418671709,2787141.0,66619.0
10021751,Wappingers Falls I,Single Tenant,Other Retail,41.52501,-73.96845,,1050 Route 9D,NY,"New York-Newark-Jersey City, NY-NJ-PA",12590,Dutchess,,sqft,488.83132189083,218669.0,79474.0
10021753,Fishkill,Single Tenant,Other Retail,41.527849,-73.891582,,5 Schuyler Boulevard,NY,"New York-Newark-Jersey City, NY-NJ-PA",12524-2239,Dutchess,,sqft,419.991144761382,218454.0,81529.0
10021756,Scarsdale,Single Tenant,Other Retail,40.976356,-73.802384,,826 White Plains Road,NY,"New York-Newark-Jersey City, NY-NJ-PA",10583-5505,Westchester,,sqft,462.844162550436,1618362.0,81389.0
10021758,Millwood,Single Tenant,Other Retail,41.187347,-73.803887,,208 Saw Mill River Road,NY,"New York-Newark-Jersey City, NY-NJ-PA",10546-1105,Westchester,,sqft,418.311314827373,356379.0,120636.0
10021759,Mount Kisco,Single Tenant,Other Retail,41.18942,-73.7323,,680 East Main Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10549-3519,Westchester,,sqft,427.261007539224,242115.0,148000.0
10021760,Tuckahoe,Single Tenant,Other Retail,40.94943,-73.82225,,8 Marbledale Road,NY,"New York-Newark-Jersey City, NY-NJ-PA",10707-3420,Westchester,,sqft,315.880237994111,2421662.0,68808.0
10021763,Yonkers,Single Tenant,Other Retail,40.954354,-73.863978,,142 Tuckahoe Road,NY,"New York-Newark-Jersey City, NY-NJ-PA",10710-5516,Westchester,,sqft,307.424925565851,2663370.0,69573.0
10021764,Wappingers Falls II,Single Tenant,Other Retail,41.589284,-73.907232,,1468 Route 9,NY,"New York-Newark-Jersey City, NY-NJ-PA",12590-4130,Dutchess,,sqft,411.903660481826,261790.0,74209.0
10021765,Eastchester,Single Tenant,Other Retail,40.95574,-73.81438,,407 White Plains Road,NY,"New York-Newark-Jersey City, NY-NJ-PA",10709-2805,Westchester,,sqft,312.692218501869,2221038.0,70901.0
10021786,Nanuet,Single Tenant,Other Retail,41.09247,-74.00041,,275 East Route 59,NY,"New York-Newark-Jersey City, NY-NJ-PA",10954-2935,Rockland,,sqft,529.32086688649,647782.0,117761.0
10048735,Trenton 5,Single Tenant,Other Retail,40.21788,-74.7594,,,NJ,"Trenton, NJ",,Mercer,,sqft,314.242577993308,,
10071051,Astoria,Single Tenant,Other Retail,40.7612,-73.93053,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Queens,,sqft,575.831452763273,,
10071052,Bronx 30,Single Tenant,Other Retail,40.84479,-73.86496,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Bronx,,sqft,458.827264689935,,
10071053,Bronx 31,Single Tenant,Other Retail,40.84479,-73.86496,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Bronx,,sqft,458.827264689935,,
10071054,Bronx 32,Single Tenant,Other Retail,40.84479,-73.86496,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Bronx,,sqft,458.827264689935,,
10071055,Bronx 33,Single Tenant,Other Retail,40.84479,-73.86496,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Bronx,,sqft,458.827264689935,,
10071056,Bronx 34,Single Tenant,Other Retail,40.84479,-73.86496,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Bronx,,sqft,458.827264689935,,
10071057,Bronx 35,Single Tenant,Other Retail,40.84479,-73.86496,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Bronx,,sqft,458.827264689935,,
10071058,Bronx 36,Single Tenant,Other Retail,40.84479,-73.86496,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Bronx,,sqft,458.827264689935,,
10071059,Corona I,Single Tenant,Other Retail,40.74418,-73.86044,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Queens,,sqft,524.459423089631,,
10071060,Flushing 2,Single Tenant,Other Retail,40.76747,-73.83307,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Queens,,sqft,606.363406466318,,
10071061,Flushing 3,Single Tenant,Other Retail,40.76747,-73.83307,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Queens,,sqft,606.363406466318,,
10071062,Flushing 4,Single Tenant,Other Retail,40.76747,-73.83307,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Queens,,sqft,606.363406466318,,
10071063,Forrest Hill,Single Tenant,Other Retail,40.71937,-73.84425,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Queens,,sqft,471.595565178055,,
10071064,Long Island City,Single Tenant,Other Retail,40.74464,-73.94866,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Queens,,sqft,552.225983886017,,
10071065,Rego Park I,Single Tenant,Other Retail,40.72697,-73.86437,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Queens,,sqft,478.779412898765,,
10071066,Rokaway Park,Single Tenant,Other Retail,40.57969,-73.83713,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Queens,,sqft,442.054749198951,,
10072116,Elmsford 2,Single Tenant,Other Retail,41.0643,-73.81391,,280 North Saw Mill River Road,NY,"New York-Newark-Jersey City, NY-NJ-PA",10523-1554,Westchester,,sqft,272.101411972834,720786.0,125093.0
10072121,Yaphank,Single Tenant,Other Retail,40.84196,-72.93446,,449 Main Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",11980-1506,Suffolk,,sqft,386.899943055572,500282.0,93441.0
10092791,Tarrytown,Single Tenant,Other Retail,41.08336,-73.85891,,215 North Broadway,NY,"New York-Newark-Jersey City, NY-NJ-PA",10591-2610,Westchester,,sqft,286.539294893328,652847.0,123853.0
10115278,Yonkers 5,Single Tenant,Other Retail,40.93633,-73.87821,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Westchester,,sqft,318.116681629741,,
10132001,Somerville,Single Tenant,Other Retail,40.56815,-74.61177,,,NJ,"New York-Newark-Jersey City, NY-NJ-PA",08876,Somerset,,sqft,463.270798910438,,
10132040,Yorktown Heights I,Single Tenant,Other Retail,41.274,-73.77989,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",10598,Westchester,,sqft,437.330539651654,,
10151057,Eastchester 2,Single Tenant,Other Retail,40.96392,-73.80987,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Westchester,,sqft,337.556168130961,,
10152071,Newburgh 1,Single Tenant,Other Retail,41.50072,-74.02135,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Orange,,sqft,426.546076434693,,
10152072,Newburgh 2,Single Tenant,Other Retail,41.5007,-74.02143,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Orange,,sqft,426.546076434693,,
10152073,Port Chester 1,Single Tenant,Other Retail,41.00156,-73.66584,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",10573,Westchester,,sqft,355.367395704686,,
10152074,Port Chester 2,Single Tenant,Other Retail,41.00032,-73.66389,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",10573,Westchester,,sqft,340.625487247616,,
10152075,Poughkeepsie 1,Single Tenant,Other Retail,41.69935,-73.9217,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Dutchess,,sqft,430.8734539302,,
10152076,Poughkeepsie 2,Single Tenant,Other Retail,41.69935,-73.9217,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Dutchess,,sqft,430.8734539302,,
10152077,Poughkeepsie 3,Single Tenant,Other Retail,41.69935,-73.9217,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Dutchess,,sqft,430.8734539302,,
10152078,Poughkeepsie 4,Single Tenant,Other Retail,41.69935,-73.9217,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Dutchess,,sqft,430.8734539302,,
10152079,Poughkeepsie 5,Single Tenant,Other Retail,41.69935,-73.9217,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Dutchess,,sqft,430.8734539302,,
10152080,Poughkeepsie 6,Single Tenant,Other Retail,41.69935,-73.9217,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,Dutchess,,sqft,430.8734539302,,
17839,Neshaminy Mall,Regional Mall,Regional Mall,40.13986,-74.95542,1968.0,707 Neshaminy Mall,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19020-1613,Bucks,1017730.0,sqft,114.042864812112,963461.0,73875.0
30473,Paramus Park,Regional Mall,Regional Mall,40.95704,-74.06933,1974.0,700 Paramus Park,NJ,"New York-Newark-Jersey City, NY-NJ-PA",07652-3557,Bergen,760385.0,sqft,321.378060407619,1544929.0,91648.0
30492,Willowbrook,Regional Mall,Regional Mall,40.88924,-74.25911,1969.0,1400 Willowbrook Mall,NJ,"New York-Newark-Jersey City, NY-NJ-PA",07470-6905,Passaic,1403386.0,sqft,432.855606637188,1381073.0,86572.0
30493,Woodbridge Center,Regional Mall,Regional Mall,40.55608,-74.29906,1971.0,250 Woodbridge Center Drive,NJ,"New York-Newark-Jersey City, NY-NJ-PA",07095-1311,Middlesex,1653071.0,sqft,252.345691727037,1346855.0,83771.0
35929,Park City Center,Regional Mall,Regional Mall,40.06726,-76.33913,1970.0,142 Park City Center,PA,"Lancaster, PA",17601-2706,Lancaster,1436959.0,sqft,204.865426200153,328444.0,62577.0
39873,Bridgewater Commons,Regional Mall,Regional Mall,40.58607,-74.61943,1988.0,400 Commons Way,NJ,"New York-Newark-Jersey City, NY-NJ-PA",08807-2800,Somerset,1008924.0,sqft,318.048426515142,378472.0,110548.0
69933,Staten Island Mall,Regional Mall,Regional Mall,40.58229,-74.16562,1973.0,2655 Richmond Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10314-5821,Richmond,1307391.0,sqft,446.543472346621,1842664.0,67358.0
10057082,200 Lafayette,Regional Mall,Regional Mall,40.72133,-73.99824,1893.0,200 Lafayette Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10012-4079,New York,27970.0,sqft,973.635210068017,7402197.0,69213.0
10076293,685 Fifth Avenue,Other Retail,Other Retail,40.76073,-73.97525,,685 5th Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10022-4204,New York,23575.0,sqft,3582.27033455171,7761985.0,67959.0
10076294,530 Fifth Avenue,Other Retail,Other Retail,40.75526,-73.98,,530 5th Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10036-5102,New York,46146.0,sqft,3420.97640255724,7788510.0,67891.0
10076295,218 West 57th Street,Other Retail,Other Retail,40.76569,-73.98137,,218 West 57th Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10019-3200,New York,35304.0,sqft,3028.06055175806,7656643.0,67769.0
10087628,730 Fifth Avenue,Other Retail,Other Retail,40.76287,-73.97463,,730 Fifth Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10019-4105,New York,58147.0,sqft,3565.56403827912,7733471.0,67992.0
10096413,85 Fifth Avenue,Other Retail,Other Retail,40.73725,-73.99203,,85 Fifth Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10003-3019,New York,12946.0,sqft,2800.87779741655,7677339.0,67984.0
