propertyId,tenantInstitutionId,estimated_sales,rental_area
10528,4095949,2191796.0,3900.0
10527,4095949,557218.0,900.0
74247,4390999,1933061.0,3150.0
10501,4071073,7185611.0,10500.0
10549,4067830,289920.0,1600.0
10549,4071364,2234066.0,7200.0
125444,4070006,5611196.0,10500.0
125444,4069462,12758909.0,15300.0
10514,4071073,2261740.0,3000.0
70307,4981337,448092.0,2000.0
74248,4206347,6811821.0,4500.0
113017,4022715,7720064.0,5100.0
95429,5311806,1484969.0,2400.0
95429,5224107,10898914.0,7200.0
110330,4068813,6648309.0,10800.0
119465,4070123,11822896.0,16200.0
119465,4068334,1751540.0,2400.0
67737,4070074,1852236.0,9900.0
73594,5062072,604269.0,1200.0
73594,4057907,894288.0,1200.0
81933,4022715,3617454.0,3000.0
81933,4095638,2709088.0,16500.0
81933,4166427,722926.0,800.0
41894,4067403,1526586.0,3600.0
61317,4911259,39513507.0,52200.0
39873,4611705,1766356.0,3600.0
5495,4189101,3206398.0,6000.0
9716,4004104,13509433.0,16200.0
66443,4070006,5089882.0,12000.0
40601,4027098,25696818.0,20710.0
32941,4057779,19241933.0,21000.0
96628,4229520,238115.0,600.0
4483,4202227,610114.0,3000.0
4483,4068334,1362535.0,1800.0
89262,4057907,9300000.0,12000.0
129240,4911259,1992849.0,3000.0
73924,4344582,3464612.0,5400.0
73924,107668,,380.0
73304,4236889,217538.0,205.0
84606,4164551,251738378.0,654000.0
134520,4911259,1879262.0,2700.0
134520,4024242,1943207.0,1800.0
40611,4238156,2220343.0,6970.0
88996,4088099,147196.0,300.0
74190,5004173,5290556.0,9900.0
25496,4551256,525414.0,2200.0
5964,4182157,1950219.0,4200.0
5988,4981337,528766.0,2600.0
6013,4054203,1026838.0,2400.0
33132,4102923,9624458.0,15200.0
59186,4244061,2152839.0,3400.0
93854,4034200,5440945.0,7800.0
129240,1011995,6200340.0,2850.0
25478,4111513,4361505.0,6200.0
53344,4058144,34344900.0,45000.0
53344,4095949,4641362.0,9000.0
10002690,1014071,5181302.0,2090.0
10002689,1014071,3568915.0,1710.0
10002693,1014071,8949522.0,3610.0
10002700,1014071,8949522.0,3610.0
10002853,1014071,5189115.0,1900.0
10002863,1014071,6123357.0,2470.0
10003285,4022715,5909609.0,4800.0
10003286,4022715,6848349.0,5700.0
10003289,1014071,9859318.0,3610.0
10003290,1014071,8949522.0,3610.0
10003292,1014071,7264761.0,2660.0
10003293,1014071,9859318.0,3610.0
10003294,1014071,4670203.0,1710.0
10003295,1014071,9859318.0,3610.0
10003298,1014071,9859318.0,3610.0
10003299,1014071,9859318.0,3610.0
10003300,1014071,9859318.0,3610.0
10002801,1014071,8949522.0,3610.0
10002803,1014071,5652330.0,2280.0
10002692,1014071,4239247.0,1710.0
10002806,1014071,7973847.0,3610.0
10002705,1014071,7825411.0,3610.0
10002808,1014071,8949522.0,3610.0
10003519,1014071,9859318.0,3610.0
10003522,1014071,6226938.0,2280.0
10003523,1014071,5708026.0,2090.0
10003524,1014071,5189115.0,1900.0
10003525,1014071,9859318.0,3610.0
10003526,1014071,9859318.0,3610.0
10003527,1014071,5708026.0,2090.0
10003529,1014071,5903688.0,2470.0
10003530,1014071,5708026.0,2090.0
10003533,1014071,5189115.0,1900.0
10003588,4206347,2281324.0,1800.0
10003623,4206347,5703309.0,4500.0
10003638,4206347,5323088.0,4200.0
10003790,4122031,68126736.0,90000.0
10004150,4071364,1810918.0,5200.0
10004238,4057907,81842232.0,98400.0
10004238,4120239,22708912.0,30000.0
10004238,8635918,1290952.0,6900.0
58478,4206347,6357700.0,4200.0
10004602,4071364,1793771.0,6000.0
10004605,4071364,1235436.0,4000.0
10003688,4022715,5954433.0,5100.0
10003460,5045079,11388691.0,11700.0
10005244,4022715,2061081.0,1500.0
64335,4107063,3840087000.0,7700000.0
80448,4256865,326682.0,800.0
10006063,4022715,8628307.0,5700.0
10006063,4071032,877267.0,4200.0
10006063,4054203,1131225.0,2400.0
93308,4257491,21329047.0,18245.0
94374,4103224,21329047.0,18245.0
113177,4071032,1331743.0,6600.0
10006300,4416505,28758265.0,24600.0
10006300,5067580,2069380.0,4600.0
129937,4259280,479304.0,410.0
10007197,5311806,1767946.0,3600.0
10007533,4206347,4541214.0,3000.0
10007533,4054203,1272628.0,2700.0
10007533,4064723,1838240.0,3900.0
122745,4004104,11354456.0,15000.0
40602,4263388,7067316.0,4000.0
10007104,4071057,1362719.0,1800.0
10009934,4071364,1759115.0,6000.0
53344,4004135,49757020.0,64500.0
10013038,4071364,1827065.0,6000.0
93308,4274062,9346436.0,7995.0
43407,4163743,8701506.0,8200.0
25512,4274351,30679621.0,26800.0
149721,4067079,18146800.0,5600.0
10010364,4323596,2357506.0,1900.0
10014561,4071364,1759115.0,6000.0
10014564,4071364,1622604.0,5200.0
10015619,4071057,3946848.0,6600.0
10015623,4071057,1362719.0,1800.0
10016003,4206347,4258517.0,3000.0
10016004,4206347,2724729.0,1800.0
10016019,4085490,1794022.0,1900.0
70201,4093878,2092671.0,3000.0
10016514,4279140,2519691.0,2730.0
75325,4279217,276492487.0,344200.0
73310,4243404,10578318.0,4560.0
43427,4305851,10338780.0,11610.0
94375,4074243,2156870.0,1845.0
10017354,4001588,1501048.0,1800.0
129935,4004205,5044401.0,3900.0
129935,4022620,790852293.0,205.0
10018795,4071032,1029074.0,5100.0
10018795,4053910,3133095.0,15000.0
10018795,4068705,1653801.0,3900.0
10018795,4088099,1177571.0,2400.0
44121,4073466,1185679.0,1800.0
58481,4068813,6648309.0,10800.0
10019498,4227943,1222172.0,2400.0
10020489,4071364,1589193.0,5200.0
10020491,4071364,1833685.0,6000.0
10020501,4067489,401494.0,2795.0
10020583,4206347,11353036.0,7500.0
10020644,4277302,1622678.0,5375.0
10020652,4193876,3382435.0,20700.0
22832,4286777,4283785.0,8500.0
64484,4109369,510843.0,800.0
10018078,5311806,1484969.0,2400.0
10507,4121560,3214771.0,4500.0
25167,4287931,54612329.0,15600.0
10022317,3005566,565842.0,1260.0
10022337,4004302,6639244.0,11400.0
6867,4290464,401509.0,630.0
10022954,4121560,9585600.0,14400.0
10022974,4206347,5141870.0,4200.0
10015126,4291943,485216.0,1200.0
10022315,4290538,1172231.0,7200.0
10021618,5101938,1608536.0,2700.0
10021618,4067428,3196499.0,6600.0
72813,4067081,3268635.0,8400.0
10023935,4206347,2724729.0,1800.0
64482,4046747,8003711.0,19600.0
84606,4243003,51540430.0,47500.0
10024409,5004173,1393005.0,3300.0
10009466,109355,14477468.0,21000.0
95432,4193280,2706285.0,4500.0
10021610,4071032,1392276.0,6900.0
10021610,4586311,499282000.0,760.0
10018078,4152094,41008076.0,105000.0
33385,4001588,,
10026524,4132797,3541580.0,4500.0
10026591,4167558,19043719.0,32800.0
10026615,4132797,9470772.0,15000.0
10026616,4132797,12413112.0,19800.0
10026619,4132797,9697432.0,15000.0
10026620,4132797,11284648.0,18000.0
10026622,4132797,2361053.0,3000.0
10026624,4167558,1970246.0,12000.0
10026672,4132797,1842033.0,3000.0
10026700,4132797,23764699.0,39000.0
10026701,4132797,960158.0,1500.0
10026703,4132797,11727882.0,19500.0
10026704,4132797,1871788.0,3000.0
10026705,4132797,541287.0,900.0
10026706,4132797,1804290.0,3000.0
10026761,4067428,1955894.0,4500.0
10026761,4112718,523591.0,900.0
53400,4067403,357888.0,900.0
99890,4107935,650205.0,2100.0
99890,4306911,962232.0,1200.0
10028222,4206347,3802206.0,3000.0
10028328,4206347,2473297.0,1800.0
10028342,4189919,5253314.0,5250.0
10028359,4206347,4858481.0,4200.0
10029308,4206347,9082429.0,6000.0
69118,4308555,476750000.0,353000.0
10029711,5007429,17679456.0,50000.0
10029783,4293390,441234.0,900.0
43491,4310904,2405041.0,3000.0
10024766,4135246,641280.0,1200.0
10030953,4278080,10220620.0,10500.0
10031046,7398268,2450080.0,3230.0
10031045,6444158,26440366.0,7500.0
10031045,4937345,,
10031045,8630955,2952558.0,2470.0
10031047,4095864,6984555.0,5400.0
10031047,4071032,1997614.0,9900.0
10031047,4070074,1422189.0,6900.0
10031051,4313783,274530.0,600.0
118188,5012338,2619267.0,6600.0
10031360,4067081,2206172.0,4500.0
10031360,100369,9859318.0,3610.0
10031360,4157724,1054493.0,2700.0
10031172,4091145,8536679.0,6600.0
10031455,4022715,2162637.0,1800.0
10001948,4067105,1774170.0,5100.0
10001948,4067428,709947.0,1800.0
10031653,4085206,167835000.0,307000.0
94706,4022715,2523076.0,2100.0
120657,4069897,10995390.0,12000.0
10033511,4070006,2598910.0,6000.0
10033978,4189919,2941856.0,2940.0
10034170,4103201,222925.0,780.0
28578,105797,239652.0,205.0
44279,4003906,3372511.0,10250.0
10034517,4188761,2706285.0,4500.0
10034621,3005566,25017468.0,30000.0
10034621,4182157,2148476.0,4200.0
10036419,4206347,7085877.0,6000.0
10036474,4071364,2915788.0,7600.0
10036669,4067988,2147998.0,4500.0
10037374,4220480,1131225.0,2400.0
105175,4048720,2121756.0,1710.0
10021443,4068313,3252271.0,6900.0
10037766,4121560,9429994.0,13200.0
10037768,4121560,3099444.0,4500.0
105175,4020354,718957.0,615.0
10016304,4331600,1378418.0,1200.0
25495,4331747,832812.0,1500.0
10038164,4344582,1912167.0,3900.0
25500,4332133,6596525.0,5100.0
113017,5049632,10995390.0,12000.0
10038557,4226924,4663054.0,3000.0
10039194,4121560,9629035.0,13500.0
10039604,4206347,2101565.0,1800.0
10039643,4206347,2776275.0,2400.0
17626,4068813,3664452.0,7500.0
10042034,4069789,4806050.0,6000.0
10041870,4200090,1051183.0,5100.0
10041870,4263230,634777.0,2100.0
10042405,4004135,41676075.0,45000.0
10031172,4315069,11919357.0,77025.0
25521,4342317,4637572.0,22500.0
119399,5012197,2779916.0,4200.0
10016865,5224107,2724729.0,1800.0
10043872,4019831,55542395.0,59860.0
10043872,4068454,190214.0,205.0
10044192,4069240,1061200.0,5600.0
84927,5075861,1930223.0,1800.0
125550,5012338,208771.0,600.0
10045165,4269156,2182762.0,3655.0
10045165,8719714,40824819.0,30000.0
10044728,4206347,2281324.0,1800.0
10045421,4121560,8653241.0,13200.0
10045692,4244289,,
10045692,4376391,1474801.0,1800.0
10045699,4376599,3091250.0,65500.0
10045442,4376651,45853614.0,55500.0
10045442,4308119,101961552.0,96250.0
10045437,4376654,858350.0,1200.0
7492,4094581,865680.0,4200.0
10024469,4377073,1403209.0,7500.0
10024469,4912695,1290952.0,6900.0
10046079,4068334,2251572.0,2700.0
10046272,4346052,662916.0,1935.0
78184,4187626,379913.0,600.0
58011,5049492,250009158.0,80000.0
10046136,4087897,,
10046869,1014071,8949522.0,3610.0
10017353,5049632,824654.0,900.0
10017353,4022715,14077764.0,9300.0
118198,5012338,1666807.0,4200.0
10047702,4384389,157511.0,630.0
10049092,4376935,1411055187.0,313600.0
10044799,4206347,14531886.0,9600.0
10044799,4057779,1099539.0,1200.0
10049996,4069240,1478703.0,6600.0
10050009,4388212,1537696.0,1890.0
10050010,4388212,936120.0,210.0
10050011,4388212,918694.0,1050.0
10050012,4388212,1837387.0,2100.0
10532,4126080,37526202.0,45000.0
10039502,1024418,9859318.0,3610.0
10035117,4256876,10510921.0,16600.0
99132,3005566,51825580.0,78300.0
125553,4071073,6350682.0,10500.0
125550,4022715,2388948.0,1800.0
126167,4071073,7185611.0,10500.0
117974,4069462,9083565.0,12000.0
117974,4070608,3201570.0,6600.0
117974,4071073,7185611.0,10500.0
89262,5039831,1817200.0,4200.0
99360,4911259,3666203.0,5700.0
99360,4004135,42859300.0,60000.0
99360,4095949,4297785.0,9000.0
99040,4193280,5083564.0,10500.0
117894,4095949,,
117894,4071073,7652000.0,12000.0
126168,4068813,4190846.0,7500.0
99046,4058027,856809.0,1200.0
99163,4202227,672138.0,3000.0
99163,4022715,5449457.0,3600.0
117963,4911259,2501747.0,3000.0
117963,4068813,9233763.0,15000.0
126169,4071073,7174228.0,10500.0
117964,4200834,185503.0,900.0
126170,4120239,25087825.0,37500.0
126170,4095949,4768299.0,9600.0
126170,5084607,1102631.0,1500.0
125530,4911259,2952159.0,3900.0
125564,4070123,5699975.0,7500.0
125564,4095949,4739707.0,8400.0
99105,4046897,2501747.0,3000.0
117966,4068813,4616882.0,7500.0
117966,4022715,7720064.0,5100.0
99055,4004104,12262812.0,16200.0
99055,4070608,14552592.0,30000.0
125555,4068813,4740982.0,9600.0
125555,4182157,5170843.0,12600.0
125555,4070006,4501581.0,10500.0
75297,5012338,1547749.0,3900.0
125569,4202072,3366717.0,6300.0
99090,4057907,29994546.0,39300.0
117967,4120239,27519215.0,33000.0
99338,4981337,672138.0,3000.0
99483,4070608,15862325.0,32700.0
99162,4911259,2251572.0,2700.0
99162,4057779,11270275.0,12300.0
125556,4067081,2359868.0,6000.0
